id x y theta
14 214.06 487.22 0.383
15 532.94 671.34 -0.572
431
1 250.10 99.55 0.031
2 229.67 626.71 -0.417
3 545.50 579.89 -0.822
4 465.93 14.50 3.048
5 744.46 286.32 -1.619
6 132.84 184.85 2.307
7 172.89 189.70 -0.860
8 40.65 352.21 -1.628
9 107.69 160.56 -1.024
10 128.53 147.32 2.812
11 233.38 57.79 -0.638
12 239.47 496.49 -2.684
13 167.47 637.55 1.638
14 214.23 487.32 0.389
15 541.13 665.79 -0.617
432
1 255.41 100.76 0.066
2 230.03 626.42 -0.440
3 551.88 573.33 -0.780
4 465.72 15.01 -3.130
5 744.52 278.03 -1.639
6 131.09 187.45 2.376
7 184.07 183.11 -0.756
8 41.90 346.51 -1.653
9 108.37 158.58 -0.985
10 129.46 146.92 2.816
11 238.52 54.51 -0.572
12 239.46 496.56 -2.685
13 167.43 637.55 1.642
14 214.40 487.43 0.394
15 548.86 659.90 -0.575
433
1 259.70 101.06 0.068
2 230.39 626.37 -0.470
3 557.03 567.10 -0.833
4 466.05 14.48 3.050
5 743.70 270.56 -1.547
6 128.21 189.13 2.387
7 191.81 176.74 -0.799
8 42.05 341.64 -1.636
9 110.26 156.14 -0.928
10 128.09 147.29 2.815
11 244.72 52.47 -0.529
12 239.44 496.64 -2.685
13 167.33 637.53 1.652
14 214.56 487.54 0.399
15 556.57 654.70 -0.607
434
1 265.57 102.74 0.040
2 232.13 625.46 -0.551
3 561.92 562.21 -0.838
4 466.00 14.43 3.040
5 743.36 260.70 -1.653
6 124.93 190.73 2.428
7 200.96 169.12 -0.739
8 43.25 338.04 -1.575
9 112.17 154.89 -0.940
10 128.69 146.70 2.820
11 250.81 51.42 -0.566
12 239.42 496.72 -2.685
13 167.21 637.63 1.674
14 214.73 487.65 0.405
15 563.64 648.14 -0.635
435
1 271.31 103.51 0.054
2 235.18 623.56 -0.625
3 566.19 557.43 -0.820
4 465.63 14.75 3.136
5 743.27 252.57 -1.634
6 121.91 193.92 2.491
7 209.09 161.07 -0.803
8 45.05 333.20 -1.535
9 115.02 150.24 -0.771
10 130.51 146.32 2.829
11 254.33 48.93 -0.505
12 239.40 496.79 -2.685
13 167.16 637.53 1.672
14 214.90 487.76 0.410
15 570.77 641.19 -0.706
436
1 276.23 104.21 0.053
2 238.39 621.19 -0.786
3 570.33 551.17 -0.887
4 465.99 14.75 -3.132
5 741.96 246.24 -1.537
6 119.44 196.86 2.573
7 217.39 152.84 -0.745
8 45.73 327.60 -1.513
9 116.30 147.54 -0.728
10 129.76 147.08 2.816
11 259.72 47.39 -0.475
12 239.38 496.87 -2.686
13 167.13 637.38 1.684
14 215.07 487.87 0.415
15 577.08 635.75 -0.720
437
1 282.19 105.39 -0.011
2 242.88 616.73 -0.870
3 574.77 546.35 -0.937
4 465.81 14.54 3.100
5 738.78 238.71 -1.712
6 117.75 198.11 2.606
7 226.38 144.40 -0.721
8 46.72 322.13 -1.553
9 116.25 146.55 -0.759
10 130.17 147.01 2.803
11 263.66 46.57 -0.543
12 239.36 496.95 -2.686
13 167.12 637.38 1.685
14 215.24 487.98 0.420
15 582.86 629.27 -0.743
438
1 288.09 104.83 -0.043
2 246.57 611.39 -0.949
3 579.57 541.44 -0.858
4 465.70 14.69 3.097
5 736.59 232.37 -1.800
6 114.65 198.53 2.665
7 236.65 136.76 -0.688
8 47.97 315.51 -1.521
9 117.03 146.06 -0.725
10 130.02 147.19 2.851
11 270.48 43.60 -0.565
12 239.34 497.02 -2.686
13 167.08 637.29 1.691
14 215.40 488.08 0.426
15 589.65 622.18 -0.835
439
1 294.48 104.29 -0.084
2 250.34 604.98 -1.043
3 584.48 534.70 -0.990
4 465.97 14.80 3.110
5 734.40 225.42 -1.790
6 111.15 199.71 2.691
7 245.86 129.78 -0.713
8 48.58 309.16 -1.526
9 116.76 145.86 -0.702
10 130.47 147.10 2.884
11 277.02 40.30 -0.509
12 239.32 497.10 -2.686
13 167.04 637.32 1.696
14 215.57 488.19 0.431
15 595.91 613.71 -0.813
440
1 300.78 103.64 -0.124
2 251.94 601.18 -1.104
3 589.35 528.96 -1.033
4 466.28 14.71 3.085
5 730.56 218.04 -1.863
6 107.94 201.50 2.772
7 256.01 121.89 -0.700
8 49.11 304.04 -1.567
9 116.87 145.19 -0.691
10 130.29 146.82 2.918
11 284.65 36.94 -0.527
12 239.31 497.18 -2.687
13 167.00 637.26 1.706
14 215.74 488.30 0.436
15 602.17 607.06 -0.819
441
1 306.35 102.03 -0.160
2 251.95 598.04 -1.188
3 591.74 522.25 -1.028
4 465.61 14.57 3.047
5 728.42 212.44 -1.897
6 104.20 203.30 2.800
7 266.07 113.44 -0.807
8 49.69 298.85 -1.568
9 117.47 144.67 -0.678
10 130.80 147.02 2.928
11 290.63 34.97 -0.498
12 239.29 497.25 -2.687
13 166.99 637.19 1.712
14 215.91 488.41 0.442
15 608.72 599.38 -0.761
442
1 311.66 101.29 -0.231
2 252.26 595.39 -1.325
3 595.29 513.51 -1.177
4 465.49 14.53 3.051
5 726.92 208.83 -1.885
6 100.05 203.62 2.791
7 275.04 105.67 -0.739
8 51.11 293.63 -1.567
9 118.49 143.73 -0.646
10 131.17 147.14 2.942
11 296.20 33.81 -0.374
12 239.27 497.33 -2.687
13 166.99 637.20 1.713
14 216.08 488.52 0.447
15 615.42 593.04 -0.772
443
1 318.27 99.47 -0.227
2 252.16 590.11 -1.536
3 598.35 506.70 -1.165
4 465.55 14.71 3.138
5 722.40 203.48 -1.964
6 96.63 204.68 2.793
7 280.34 99.82 -0.736
8 51.64 289.13 -1.551
9 121.23 143.61 -0.525
10 132.17 147.59 3.006
11 303.54 32.02 -0.443
12 239.25 497.40 -2.687
13 166.95 637.02 1.727
14 216.24 488.63 0.452
15 621.76 587.34 -0.790
444
1 323.57 98.04 -0.255
2 252.04 584.53 -1.659
3 600.51 500.90 -1.168
4 465.43 14.29 2.972
5 718.93 198.16 -1.960
6 94.37 205.69 2.860
7 280.94 96.74 -0.760
8 53.15 285.69 -1.463
9 123.08 142.49 -0.420
10 132.51 148.05 3.013
11 309.12 29.09 -0.395
12 239.16 498.02 -2.660
13 166.90 637.01 1.733
14 216.41 488.73 0.458
15 626.95 580.07 -0.826
445
1 328.71 96.75 -0.376
2 249.94 578.06 -1.799
3 603.52 493.11 -1.250
4 465.67 14.48 3.053
5 715.15 192.68 -2.083
6 93.42 206.90 2.845
7 283.51 93.60 -0.842
8 54.78 282.73 -1.440
9 123.57 141.62 -0.359
10 131.51 146.50 3.036
11 316.62 27.74 -0.307
12 239.33 498.22 -2.659
13 166.88 637.07 1.744
14 216.58 488.84 0.463
15 633.27 573.22 -0.848
446
1 334.50 93.82 -0.449
2 248.22 574.61 -1.894
3 606.72 486.39 -1.232
4 465.64 14.87 3.121
5 709.66 187.53 -2.150
6 93.06 208.05 2.823
7 288.93 86.22 -0.786
8 56.01 277.66 -1.504
9 123.42 140.87 -0.429
10 131.42 148.14 3.085
11 324.39 27.95 -0.329
12 239.50 498.41 -2.657
13 166.86 637.05 1.759
14 216.71 488.59 0.451
15 638.34 565.72 -0.860
447
1 340.55 90.35 -0.540
2 246.94 572.88 -2.026
3 608.82 478.89 -1.276
4 465.60 14.84 3.110
5 702.90 180.55 -2.268
6 92.44 208.57 2.806
7 294.93 76.99 -0.845
8 56.60 273.97 -1.522
9 123.27 140.12 -0.499
10 131.33 149.78 3.134
11 331.24 26.14 -0.290
12 239.67 498.61 -2.655
13 166.82 637.08 1.756
14 216.84 488.33 0.439
15 643.59 558.76 -0.920
448
1 345.31 87.37 -0.673
2 242.23 568.44 -2.185
3 610.69 470.00 -1.357
4 465.58 14.67 3.082
5 697.13 173.87 -2.238
6 91.35 209.08 2.739
7 301.96 69.34 -0.734
8 56.35 270.98 -1.571
9 123.19 139.17 -0.473
10 131.00 150.94 -3.092
11 338.74 25.16 -0.175
12 239.84 498.81 -2.654
13 166.82 636.92 1.768
14 216.98 488.07 0.427
15 648.50 550.51 -0.942
449
1 350.13 82.80 -0.652
2 238.11 564.06 -2.264
3 612.28 460.43 -1.384
4 465.31 14.83 3.082
5 690.56 168.44 -2.132
6 90.69 209.96 2.597
7 308.90 63.01 -0.779
8 56.91 269.36 -1.532
9 123.30 138.77 -0.499
10 130.74 151.70 -3.022
11 346.97 25.06 -0.275
12 240.01 499.01 -2.652
13 166.81 636.92 1.771
14 217.11 487.81 0.415
15 653.27 542.80 -1.003
450
1 355.60 78.69 -0.685
2 235.34 562.07 -2.350
3 613.43 451.77 -1.553
4 465.09 14.83 3.132
5 684.02 160.16 -2.334
6 89.63 211.71 2.546
7 315.71 56.71 -0.738
8 57.37 267.73 -1.556
9 124.05 138.41 -0.567
10 130.80 152.31 -2.938
11 354.62 23.43 -0.245
12 240.18 499.20 -2.650
13 166.77 636.90 1.769
14 216.33 487.57 0.414
15 658.32 535.14 -0.928
451
1 361.45 74.52 -0.699
2 227.89 558.32 -2.557
3 613.75 445.49 -1.577
4 464.94 14.58 3.074
5 676.94 153.71 -2.240
6 88.19 214.93 2.491
7 324.49 51.10 -0.584
8 57.41 265.55 -1.621
9 123.92 137.90 -0.547
10 130.46 152.54 -2.878
11 362.47 23.20 -0.253
12 240.40 498.88 -2.627
13 166.74 636.92 1.773
14 218.06 487.10 0.371
15 663.46 527.44 -0.926
452
1 365.82 70.61 -0.675
2 221.23 555.68 -2.606
3 615.33 436.63 -1.532
4 464.38 14.21 2.941
5 670.55 147.41 -2.236
6 86.24 218.73 2.429
7 333.64 45.04 -0.670
8 57.48 262.63 -1.627
9 124.24 137.50 -0.572
10 130.45 152.67 -2.864
11 370.47 22.75 -0.270
12 241.12 498.65 -2.612
13 166.76 636.79 1.786
14 217.85 487.71 0.402
15 667.89 521.38 -0.916
453
1 370.56 67.69 -0.667
2 215.76 552.66 -2.644
3 615.74 428.41 -1.590
4 464.18 14.23 2.981
5 664.27 140.71 -2.377
6 83.67 220.91 2.425
7 343.01 39.36 -0.517
8 57.66 260.26 -1.583
9 124.76 137.13 -0.628
10 130.37 153.22 -2.814
11 378.14 20.56 -0.271
12 240.96 498.95 -2.620
13 166.67 636.86 1.797
14 216.75 486.74 0.404
15 671.72 512.84 -0.911
454
1 375.31 64.95 -0.701
2 206.34 549.76 -2.761
3 616.38 421.96 -1.537
4 464.24 14.09 2.986
5 657.74 134.33 -2.266
6 81.28 222.92 2.400
7 350.86 35.25 -0.525
8 57.57 258.50 -1.552
9 124.61 136.55 -0.658
10 130.17 153.20 -2.771
11 387.90 19.50 -0.286
12 240.09 498.38 -2.669
13 166.56 636.86 1.817
14 216.14 485.68 0.418
15 678.22 505.38 -0.920
455
1 380.97 60.53 -0.637
2 198.48 547.83 -2.824
3 617.15 415.19 -1.487
4 464.56 14.15 2.949
5 651.30 127.56 -2.385
6 79.02 225.60 2.426
7 359.29 32.49 -0.456
8 57.60 256.34 -1.526
9 124.73 136.06 -0.687
10 129.70 153.19 -2.701
11 396.26 18.88 -0.264
12 239.86 497.70 -2.649
13 166.55 636.82 1.824
14 218.34 485.79 0.373
15 682.68 498.79 -0.967
456
1 386.82 56.81 -0.601
2 191.91 547.10 -2.951
3 617.42 406.64 -1.537
4 464.21 14.09 2.973
5 645.10 120.38 -2.356
6 78.36 228.15 2.384
7 368.96 30.06 -0.289
8 57.38 255.63 -1.552
9 125.48 135.43 -0.695
10 130.08 153.38 -2.712
11 402.89 17.47 -0.158
12 239.62 497.02 -2.628
13 166.53 636.52 1.847
14 217.05 485.63 0.366
15 687.70 492.03 -1.072
457
1 392.34 54.31 -0.565
2 182.40 546.92 -3.086
3 618.86 399.48 -1.492
4 464.60 13.86 2.895
5 638.11 115.19 -2.324
6 78.53 230.04 2.338
7 374.35 31.20 -0.198
8 57.15 255.43 -1.478
9 127.00 134.55 -0.713
10 130.29 153.69 -2.736
11 409.90 18.24 -0.152
12 239.39 496.34 -2.608
13 166.56 636.44 1.850
14 216.49 485.79 0.353
15 691.69 482.89 -1.131
458
1 396.93 52.27 -0.428
2 177.60 547.64 -3.113
3 619.05 392.86 -1.461
4 464.96 13.85 2.922
5 631.70 108.26 -2.433
6 79.23 230.60 2.362
7 378.80 33.19 -0.015
8 56.63 255.28 -1.463
9 129.84 132.90 -0.628
10 130.19 154.33 -2.784
11 415.56 18.62 -0.120
12 239.15 495.66 -2.588
13 166.51 636.55 1.858
14 214.77 485.93 0.310
15 694.76 474.25 -1.160
459
1 401.86 52.90 -0.385
2 173.03 548.53 3.082
3 618.79 385.85 -1.570
4 464.73 14.78 3.120
5 624.31 102.56 -2.341
6 79.24 230.82 2.353
7 383.22 34.49 0.051
8 56.79 254.20 -1.440
9 133.46 130.05 -0.498
10 130.11 154.80 -2.766
11 422.10 19.38 0.003
12 238.92 494.98 -2.567
13 166.47 636.53 1.860
14 213.59 487.95 0.376
15 698.37 466.51 -1.188
460
1 406.57 54.36 -0.442
2 165.41 549.57 2.971
3 618.84 379.73 -1.601
4 464.24 15.79 -3.068
5 618.90 95.01 -2.386
6 79.27 230.97 2.379
7 383.45 34.03 0.046
8 56.67 252.94 -1.403
9 138.84 128.65 -0.476
10 129.88 154.82 -2.726
11 430.74 20.57 0.095
12 238.68 494.30 -2.547
13 166.47 636.53 1.858
14 216.28 488.51 0.335
15 701.51 456.61 -1.208
461
1 411.03 54.08 -0.308
2 157.41 551.21 2.984
3 618.29 370.95 -1.544
4 463.84 15.46 -3.100
5 612.98 88.57 -2.332
6 80.57 230.18 2.460
7 385.10 35.04 0.158
8 56.54 251.35 -1.363
9 142.01 127.37 -0.462
10 129.87 154.50 -2.701
11 436.46 23.02 0.142
12 238.67 494.42 -2.593
13 166.42 636.51 1.865
14 217.09 488.79 0.325
15 705.60 446.38 -1.202
462
1 417.03 54.50 -0.222
2 148.78 553.88 2.804
3 618.18 361.60 -1.578
4 463.74 15.00 -3.072
5 606.91 83.95 -2.345
6 81.47 228.86 2.484
7 387.82 35.94 0.205
8 55.87 251.73 -1.353
9 144.56 125.90 -0.528
10 129.89 154.42 -2.696
11 441.38 25.61 0.222
12 238.66 494.53 -2.639
13 166.40 636.37 1.892
14 216.46 489.22 0.345
15 707.92 435.81 -1.228
463
1 424.35 55.27 -0.160
2 140.37 557.12 2.689
3 618.78 352.96 -1.553
4 464.01 14.70 3.119
5 600.80 80.59 -2.297
6 82.05 227.79 2.559
7 391.53 35.66 0.098
8 55.94 251.73 -1.372
9 151.63 122.20 -0.482
10 129.56 154.01 -2.701
11 445.02 29.27 0.378
12 238.65 494.65 -2.684
13 166.24 636.39 1.908
14 216.27 490.12 0.348
15 710.74 428.92 -1.211
464
1 430.12 55.94 -0.016
2 134.49 561.60 2.604
3 618.52 344.88 -1.659
4 464.13 14.60 3.108
5 597.66 76.72 -2.426
6 82.44 227.13 2.641
7 396.24 36.00 -0.027
8 55.87 251.84 -1.450
9 157.88 118.10 -0.508
10 129.39 153.75 -2.669
11 449.63 32.52 0.312
12 238.64 494.76 -2.730
13 166.12 636.32 1.927
14 215.99 490.14 0.452
15 714.04 419.87 -1.251
465
1 435.66 58.20 0.023
2 127.62 566.20 2.546
3 617.86 337.12 -1.650
4 463.80 14.50 3.112
5 591.07 74.53 -2.582
6 83.44 227.09 2.698
7 404.19 34.92 -0.061
8 56.04 252.06 -1.461
9 166.82 113.94 -0.583
10 129.36 153.61 -2.641
11 456.68 36.58 0.394
12 238.63 494.87 -2.776
13 166.06 636.14 1.937
14 215.65 490.50 0.518
15 716.50 409.97 -1.352
466
1 440.34 60.83 0.002
2 119.54 572.32 2.571
3 617.71 329.72 -1.649
4 464.11 14.06 3.029
5 582.05 72.85 -2.608
6 84.10 226.47 2.794
7 414.99 32.70 -0.105
8 56.18 252.20 -1.461
9 174.20 109.17 -0.556
10 129.12 153.30 -2.630
11 464.79 40.08 0.402
12 238.62 494.99 -2.822
13 166.06 636.11 1.938
14 213.75 489.34 0.602
15 718.17 400.35 -1.337
467
1 443.15 61.54 0.098
2 111.76 578.75 2.415
3 615.89 322.23 -1.668
4 463.82 14.26 3.029
5 573.22 69.70 -2.790
6 85.18 225.72 2.959
7 426.31 32.68 -0.030
8 56.48 252.53 -1.435
9 182.16 102.79 -0.693
10 129.01 153.26 -2.624
11 470.79 43.41 0.417
12 239.01 494.84 -2.791
13 166.04 635.99 1.946
14 215.05 490.14 0.569
15 719.57 391.81 -1.337
468
1 447.49 63.17 0.180
2 105.80 585.71 2.398
3 615.89 315.69 -1.711
4 463.70 14.27 3.055
5 566.40 66.09 -2.681
6 86.09 225.21 3.130
7 435.73 32.57 -0.040
8 56.42 252.12 -1.519
9 189.79 95.14 -0.696
10 128.66 153.07 -2.601
11 477.52 46.32 0.461
12 239.29 494.91 -2.781
13 165.98 636.08 1.950
14 215.63 490.83 0.511
15 722.20 382.74 -1.349
469
1 451.52 66.80 0.265
2 104.12 588.54 2.400
3 615.65 308.21 -1.679
4 463.66 14.05 3.069
5 557.98 64.25 -2.667
6 86.59 224.10 -3.011
7 444.37 34.64 0.056
8 56.70 252.54 -1.468
9 197.88 87.33 -0.726
10 128.63 152.98 -2.591
11 484.76 49.25 0.485
12 239.85 495.08 -2.744
13 165.82 635.77 1.975
14 215.62 490.98 0.504
15 723.68 372.97 -1.314
470
1 456.43 69.59 0.361
2 105.08 590.53 2.326
3 613.63 300.18 -1.748
4 463.84 13.61 2.905
5 549.94 61.29 -2.744
6 86.26 221.97 -2.874
7 452.26 38.41 0.163
8 57.37 251.94 -1.418
9 202.87 82.47 -0.811
10 128.65 152.82 -2.571
11 492.19 54.21 0.470
12 239.28 494.79 -2.752
13 165.65 635.82 1.987
14 215.73 491.01 0.513
15 725.85 364.08 -1.343
471
1 461.48 72.62 0.460
2 105.90 592.31 2.158
3 612.15 291.13 -1.789
4 463.56 13.72 2.941
5 542.98 57.66 -2.664
6 86.40 220.58 -2.752
7 456.71 40.35 0.120
8 57.67 252.13 -1.380
9 209.00 76.39 -0.720
10 128.73 152.77 -2.559
11 500.65 58.30 0.494
12 239.13 494.79 -2.746
13 165.61 635.78 1.984
14 215.94 491.39 0.479
15 727.51 354.94 -1.356
472
1 466.20 77.37 0.529
2 106.85 596.31 1.932
3 609.09 282.56 -1.869
4 463.52 13.62 2.914
5 536.40 54.84 -2.679
6 87.28 219.50 -2.581
7 463.00 43.31 0.173
8 57.58 251.67 -1.415
9 216.96 71.77 -0.700
10 128.77 152.62 -2.552
11 508.00 63.65 0.516
12 239.40 494.73 -2.726
13 165.54 635.65 1.973
14 216.19 491.47 0.474
15 729.49 344.71 -1.459
473
1 472.11 81.74 0.561
2 107.61 599.99 1.718
3 606.01 275.64 -1.980
4 463.89 13.53 2.864
5 534.62 52.42 -2.603
6 87.36 217.89 -2.421
7 469.36 47.19 0.260
8 58.00 251.48 -1.340
9 225.14 67.49 -0.705
10 128.71 152.57 -2.532
11 515.00 69.25 0.454
12 239.28 495.09 -2.697
13 165.52 635.68 1.974
14 216.00 491.41 0.475
15 729.27 334.47 -1.472
474
1 477.13 85.99 0.478
2 109.26 603.17 1.540
3 602.35 267.80 -2.018
4 463.84 13.62 2.881
5 535.20 50.75 -2.608
6 86.85 215.66 -2.334
7 477.62 49.75 0.160
8 58.06 251.12 -1.317
9 231.58 63.31 -0.654
10 128.49 152.33 -2.436
11 520.71 73.10 0.452
12 240.31 495.48 -2.689
13 165.61 635.39 1.986
14 215.51 491.23 0.502
15 730.03 324.62 -1.492
475
1 482.28 90.21 0.383
2 111.92 606.53 1.352
3 597.66 259.73 -2.116
4 463.93 13.46 2.863
5 534.09 49.26 -2.674
6 88.00 212.31 -2.276
7 486.86 53.29 0.233
8 57.88 250.25 -1.368
9 239.97 59.36 -0.642
10 128.00 151.70 -2.380
11 527.83 78.51 0.402
12 240.68 495.65 -2.698
13 165.59 635.66 1.999
14 215.64 491.08 0.468
15 730.61 315.23 -1.510
476
1 488.52 93.36 0.396
2 113.96 611.15 1.250
3 592.35 251.60 -2.171
4 463.88 13.34 2.841
5 533.20 47.56 -2.695
6 88.72 210.00 -2.150
7 493.81 57.81 0.243
8 58.42 249.68 -1.302
9 245.64 56.17 -0.704
10 127.97 151.56 -2.355
11 536.10 81.58 0.434
12 240.64 495.75 -2.703
13 165.77 635.66 1.999
14 215.18 490.89 0.422
15 730.26 305.41 -1.531
477
1 494.95 96.55 0.328
2 116.77 614.50 1.162
3 587.82 245.84 -2.204
4 463.63 14.08 2.990
5 533.49 46.87 -2.632
6 89.96 209.28 -1.986
7 497.40 62.81 0.415
8 58.68 249.10 -1.277
9 250.86 51.97 -0.661
10 127.79 151.17 -2.317
11 543.24 84.92 0.390
12 239.43 495.87 -2.731
13 165.79 635.58 1.995
14 214.40 490.96 0.357
15 730.15 296.12 -1.568
478
1 501.15 98.87 0.331
2 120.17 617.02 1.066
3 581.26 239.27 -2.302
4 462.70 14.25 3.072
5 533.47 45.79 -2.539
6 90.35 206.48 -1.861
7 504.26 70.66 0.542
8 58.69 248.76 -1.326
9 258.68 48.56 -0.638
10 127.58 150.93 -2.256
11 550.45 89.81 0.401
12 239.50 495.95 -2.731
13 165.79 635.59 1.995
14 214.31 490.88 0.235
15 729.45 287.32 -1.571
479
1 505.20 100.82 0.340
2 123.00 620.49 1.047
3 576.03 232.33 -2.282
4 462.63 13.89 2.962
5 532.59 45.14 -2.488
6 90.27 202.76 -1.711
7 512.31 78.00 0.517
8 59.05 248.37 -1.268
9 267.27 46.61 -0.493
10 127.31 151.05 -2.198
11 558.16 93.59 0.456
12 239.57 496.02 -2.730
13 165.86 635.54 1.992
14 214.61 490.95 0.250
15 729.58 277.78 -1.625
480
1 507.31 104.23 0.346
2 126.23 625.39 1.025
3 570.93 226.16 -2.313
4 462.79 13.37 2.808
5 530.08 43.90 -2.469
6 91.24 199.80 -1.624
7 519.53 84.21 0.492
8 59.82 247.70 -1.265
9 276.97 44.35 -0.355
10 127.08 150.45 -2.156
11 567.50 98.27 0.448
12 239.65 496.09 -2.730
13 165.91 635.49 1.991
14 214.29 491.25 0.279
15 729.72 267.74 -1.598
481
1 510.48 108.61 0.317
2 130.59 629.59 0.996
3 562.71 218.64 -2.414
4 463.10 13.60 2.799
5 526.42 42.32 -2.627
6 91.17 198.32 -1.548
7 522.73 86.58 0.543
8 60.34 246.69 -1.309
9 288.40 41.11 -0.448
10 126.95 149.99 -2.086
11 576.71 103.20 0.420
12 239.72 496.16 -2.730
13 165.88 635.55 1.988
14 213.62 491.30 0.278
15 729.47 260.13 -1.582
482
1 514.86 110.88 0.342
2 135.20 633.79 0.945
3 555.69 213.10 -2.379
4 462.86 13.92 2.965
5 523.14 40.51 -2.655
6 92.59 197.18 -1.479
7 528.06 88.67 0.520
8 60.02 245.20 -1.329
9 297.37 36.72 -0.427
10 126.90 149.90 -2.030
11 585.55 108.16 0.491
12 239.39 497.00 -2.786
13 165.90 635.53 1.987
14 213.89 491.37 0.282
15 729.52 252.72 -1.468
483
1 519.25 114.32 0.320
2 138.48 638.12 0.905
3 548.29 207.03 -2.468
4 462.16 14.05 2.955
5 519.49 39.75 -2.784
6 93.98 194.69 -1.450
7 534.33 92.33 0.446
8 60.01 243.55 -1.328
9 307.20 33.00 -0.450
10 126.72 149.80 -1.989
11 593.18 114.30 0.484
12 239.87 496.31 -2.729
13 166.09 635.62 1.991
14 213.97 491.69 0.287
15 730.02 244.16 -1.479
484
1 524.86 117.36 0.364
2 138.72 638.25 0.920
3 541.02 202.55 -2.522
4 461.85 14.20 3.037
5 514.36 39.19 -2.858
6 96.92 192.01 -1.412
7 540.57 97.04 0.516
8 59.84 242.28 -1.365
9 317.73 30.87 -0.374
10 126.68 149.67 -1.956
11 603.45 120.27 0.629
12 239.94 496.38 -2.728
13 166.21 635.73 2.019
14 214.44 492.24 0.251
15 731.07 235.53 -1.486
485
1 530.11 120.70 0.446
2 138.51 637.84 0.930
3 535.12 198.26 -2.534
4 461.77 14.17 3.111
5 506.17 39.17 -2.917
6 99.18 189.04 -1.387
7 550.11 103.24 0.482
8 59.88 241.48 -1.321
9 328.58 29.32 -0.280
10 126.64 149.43 -1.927
11 612.07 129.69 0.734
12 240.01 496.45 -2.728
13 166.21 635.78 2.041
14 214.15 492.79 0.199
15 730.94 228.38 -1.481
486
1 534.99 124.72 0.449
2 138.60 639.00 0.941
3 526.97 194.57 -2.651
4 461.11 14.20 -3.125
5 499.77 36.55 -3.008
6 99.98 186.48 -1.343
7 560.59 110.98 0.583
8 59.83 239.76 -1.243
9 341.44 27.70 -0.344
10 126.48 149.03 -1.899
11 620.73 136.16 0.734
12 240.09 496.53 -2.727
13 166.29 635.64 2.058
14 213.45 492.00 0.220
15 729.73 222.80 -1.585
487
1 539.93 128.66 0.484
2 139.41 641.62 1.049
3 520.94 191.70 -2.650
4 460.68 14.41 -2.987
5 492.32 36.13 -2.960
6 101.34 182.85 -1.295
7 569.48 116.98 0.520
8 60.97 238.13 -1.044
9 351.72 24.41 -0.320
10 126.34 148.51 -1.876
11 629.13 144.47 0.748
12 240.16 496.60 -2.727
13 166.36 635.57 2.091
14 214.93 492.15 0.206
15 729.28 220.08 -1.660
488
1 545.03 131.84 0.542
2 140.07 643.86 1.065
3 514.75 188.73 -2.644
4 460.78 14.16 -2.975
5 482.68 36.92 -3.077
6 104.34 179.33 -1.278
7 577.42 123.36 0.629
8 63.20 236.14 -1.058
9 362.99 23.17 -0.287
10 126.23 147.87 -1.816
11 637.52 151.34 0.658
12 240.23 496.67 -2.726
13 165.66 635.91 2.165
14 214.52 491.60 0.178
15 728.85 215.49 -1.724
489
1 547.87 134.80 0.559
2 142.33 647.79 1.005
3 507.42 184.96 -2.721
4 461.12 13.88 -2.836
5 474.80 36.54 -3.129
6 107.73 176.70 -1.238
7 587.25 130.10 0.595
8 65.08 234.60 -1.062
9 372.81 20.94 -0.291
10 126.28 147.18 -1.748
11 646.95 157.43 0.731
12 240.31 496.74 -2.726
13 165.24 636.14 2.203
14 214.39 491.08 0.149
15 726.88 211.78 -1.827
490
1 552.66 139.93 0.607
2 142.94 650.23 0.946
3 500.28 181.23 -2.720
4 460.83 13.75 -2.756
5 466.95 37.04 -3.083
6 108.65 173.88 -1.259
7 596.71 136.55 0.642
8 65.76 233.83 -1.127
9 380.51 19.59 -0.204
10 126.48 146.72 -1.721
11 653.09 165.26 0.731
12 240.38 496.82 -2.725
13 165.22 636.38 2.216
14 213.68 491.04 0.151
15 724.78 209.50 -1.924
491
1 557.51 144.69 0.708
2 143.56 651.92 0.882
3 493.07 177.99 -2.797
4 460.23 13.47 -2.695
5 458.40 38.13 -3.045
6 109.54 172.02 -1.225
7 606.19 143.47 0.709
8 65.83 233.58 -1.148
9 388.55 20.53 -0.156
10 126.56 146.45 -1.693
11 662.41 174.05 0.813
12 240.46 496.89 -2.725
13 165.10 636.86 2.207
14 214.26 491.20 0.174
15 723.42 204.69 -1.972
492
1 561.86 150.42 0.727
2 145.57 654.02 0.783
3 483.94 174.68 -2.900
4 459.01 13.35 -2.851
5 452.10 37.20 -3.046
6 110.88 169.59 -1.280
7 614.40 151.29 0.693
