idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.24388888888888888,0.3251851851851852,0.19511111111111112,0.3694,0.6156666666666667,10,0,8,2,10377,28377,29,73,0.1381555555555556,143.31453815947822
