X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
272.47	604.95	0.78764	580.82	764.55	1	434.13	679.34	0.64563	213.9	357.52	-2	170.44	416.32	-2	166.68	368.55	-2
274.4	605.26	0.78764	579.6	765.35	1	434.52	679.69	0.64563	213.55	357.7	-2	170.45	416.4	-2	166.32	369.14	-2
274.68	605.09	0.78764	577.72	762.24	1	433.82	679.69	0.64563	213.22	357.87	-2	170.46	416.48	-2	165.98	369.73	-2
275.14	608.51	0.78764	576.65	756.42	1	433.39	679.55	0.64563	212.89	358.05	-2	170.51	416.53	-2	165.66	370.28	-2
277.02	610.15	0.78764	575.9	758.27	1	433.4	679.36	0.64563	212.56	358.22	-2	170.55	416.59	-2	165.31	370.81	-2
278.83	613.16	0.78764	577.39	760.42	1	433.98	679.37	0.64563	212.1	358.43	-2	170.59	416.81	-2	162	370	-2
281.6	618.01	0.78764	574.74	758.01	1	434.1	679.21	0.64563	212	358	-2	170.63	417.03	-2	161.68	370.34	-2
283.04	625.33	0.78764	574.75	757.36	1	435.73	679.47	0.64563	211.54	358.21	-2	170.67	417.25	-2	161.36	370.67	-2
290.11	634.88	0.78764	575.24	761.1	1	434.75	679.85	0.64563	211.09	358.39	-2	170.68	417.4	-2	161.04	370.99	-2
292.86	640.34	0.78764	572.05	759.61	1	434.63	679.92	0.64563	210.72	358.47	-2	170.65	417.52	-2	160.83	371.28	-2
298.18	645.08	0.78764	571.46	759.07	1	434.25	679.98	0.64563	210.34	358.55	-2	170.62	417.63	-2	160.62	371.56	-2
305.77	648.37	0.78764	572.58	758.51	1	434.43	680.2	0.64563	209.97	358.62	-2	170.59	417.75	-2	160.41	371.85	-2
320.63	655.25	0.78764	576.36	757.67	1	434.44	680.91	0.64563	209.6	358.7	-2	170.56	417.86	-2	160.2	372.14	-2
331.47	664.05	0.78764	575.59	760.62	1	435	681.22	0.64563	209.23	358.78	-2	170.52	417.98	-2	159.99	372.42	-2
346.04	670.61	0.78764	573.37	761.94	1	435.25	682.49	0.64563	208.86	358.85	-2	170.49	418.09	-2	159.78	372.71	-2
359.75	673.56	0.78764	571.12	761.62	1	436.34	683.39	0.64563	210	359	-2	170.46	418.21	-2	159.56	372.99	-2
364.86	673.58	0.78764	568.57	757.91	1	436.78	683.12	0.64563	209.6	359.08	-2	170.43	418.32	-2	160	374	-2
364.61	673.29	0.78764	568.18	755.13	1	436.66	681.77	0.64563	209.2	359.15	-2	170.4	418.44	-2	160	375	-2
364.53	673.32	0.78764	566.1	751.23	1	436.66	683.36	0.64563	208.81	359.21	-2	170.37	418.55	-2	161	376	-2
364.93	673.86	0.78764	560.76	748.02	1	437.34	684.04	0.64563	208.41	359.26	-2	170.34	418.67	-2	160.75	376.24	-2
364.95	673.24	0.78764	558.64	740.92	1	438.57	684.67	0.64563	207.98	359.32	-2	170.3	418.78	-2	160.5	376.49	-2
364.71	673.12	0.78764	556.79	732.22	1	438.36	683.3	0.64563	207.54	359.38	-2	170.27	418.9	-2	160.24	376.73	-2
364.54	673.08	0.78764	552.32	711.09	1	439.9	684.03	0.64563	207.11	359.44	-2	170.24	419.01	-2	159.99	376.98	-2
366.37	672.84	0.78764	554.24	681.86	1	438.56	683.23	0.64563	206.67	359.5	-2	170.21	419.13	-2	159.74	377.22	-2
366.94	672.73	0.78764	563.08	667.04	1	440.08	683.39	0.64563	206.24	359.55	-2	170.18	419.24	-2	159.49	377.46	-2
364.96	672.48	0.78764	570.15	652.8	1	441.7	684.13	0.64563	205.8	359.61	-2	170.15	419.36	-2	159.24	377.71	-2
367.82	673.04	0.78764	602.05	620.89	1	439.86	684.29	0.64563	206	360	-2	170.12	419.47	-2	160	378	-2
375.13	674.48	NaN	623.43	608.5	1	444.04	685.42	NaN	211.97	356.73	NaN	170.08	419.61	-2	159.72	378.24	-2
376.54	674.73	NaN	636.42	608.59	1	443.55	685.25	NaN	213.65	357.86	NaN	170.05	419.74	-2	159.44	378.49	-2
377.14	674.65	NaN	653.82	622.88	1	445.11	684.62	NaN	215.99	359.05	NaN	170.01	419.88	-2	159.15	378.73	-2
375.64	674.97	NaN	689.04	649.45	1	442.99	684.63	NaN	216	359.24	NaN	169.98	420.02	-2	158.87	378.97	-2
375.94	674.55	NaN	722.63	686.59	1	443.25	684.94	NaN	196.53	353.58	NaN	169.95	420.16	-2	158.59	379.21	-2
376.32	674.55	NaN	731.79	701.67	1	444.06	686.01	NaN	214.14	359.49	NaN	169.91	420.29	-2	158.31	379.46	-2
377.73	674.69	-2	735.6	707.18	1	444.87	686.28	-2	209.78	358.2	NaN	169.88	420.43	-2	159	380	-2
379.14	674.83	-2	735.85	709.51	1	445.67	686.55	-2	213	360.15	NaN	169.85	420.57	-2	158.68	380.23	-2
380.55	674.97	-2	736.11	716.37	1	446.48	686.82	-2	211.77	359.53	NaN	169.81	420.71	-2	158.36	380.46	-2
381.97	675.11	-2	736.09	719.73	1	447.28	687.09	-2	212.55	359.53	NaN	169.78	420.84	-2	158.04	380.69	-2
383.38	675.25	-2	735.86	722.18	1	448.09	687.36	-2	207.81	358.41	NaN	169.74	420.98	-2	157.72	380.92	-2
384.79	675.39	-2	736.9	725.99	1	448.89	687.64	-2	209.81	358.95	NaN	169.71	421.12	-2	158	381	-2
