idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.8996555172796977,0.8997555012224939,0.8995555555555556,0.8998148148148148,0.9000148181077277,6,6,0,0,2699,2705,2,35,0.7997777777777778,133.5569852511871
