frame,id,x,y,width,height,confidence
69,4,-1.0,-1.0,-1,-1,-1
69,5,435.78101746393315,679.9840546697038,-1,-1,-1
69,6,-1.0,-1.0,-1,-1,-1
70,1,295.2128866922936,643.5820977484898,-1,-1,-1
70,2,570.3569726956202,755.9314641744547,-1,-1,-1
70,3,-1.0,-1.0,-1,-1,-1
70,4,-1.0,-1.0,-1,-1,-1
70,5,435.29857316332726,679.8715846994536,-1,-1,-1
70,6,-1.0,-1.0,-1,-1,-1
71,1,301.30111238971995,646.9633678557728,-1,-1,-1
71,2,570.3664122137404,756.4592875318066,-1,-1,-1
71,3,-1.0,-1.0,-1,-1,-1
71,4,-1.0,-1.0,-1,-1,-1
71,5,435.8089254766031,680.5996533795494,-1,-1,-1
71,6,-1.0,-1.0,-1,-1,-1
72,1,309.88168904456114,649.5946682233897,-1,-1,-1
72,2,570.7346563763322,755.4772142594634,-1,-1,-1
72,3,-1.0,-1.0,-1,-1,-1
72,4,-1.0,-1.0,-1,-1,-1
72,5,435.5784574468085,680.9821217494089,-1,-1,-1
72,6,-1.0,-1.0,-1,-1,-1
73,1,324.22149002379643,656.4025260845689,-1,-1,-1
73,2,575.9081721554277,755.8998083289771,-1,-1,-1
73,3,-1.0,-1.0,-1,-1,-1
73,4,-1.0,-1.0,-1,-1,-1
73,5,435.3445440956651,681.2139013452914,-1,-1,-1
73,6,-1.0,-1.0,-1,-1,-1
74,1,334.32377127557845,664.572384777204,-1,-1,-1
74,2,574.8483606557377,758.7002341920374,-1,-1,-1
74,3,-1.0,-1.0,-1,-1,-1
74,4,-1.0,-1.0,-1,-1,-1
74,5,435.97471162377997,681.6061816030759,-1,-1,-1
74,6,-1.0,-1.0,-1,-1,-1
75,1,349.45480225988695,671.5601291364003,-1,-1,-1
75,2,572.742380678551,759.7644239984666,-1,-1,-1
75,3,-1.0,-1.0,-1,-1,-1
75,4,-1.0,-1.0,-1,-1,-1
75,5,435.3892100192678,682.4799170001481,-1,-1,-1
75,6,-1.0,-1.0,-1,-1,-1
76,1,363.14818962299364,673.1842105263158,-1,-1,-1
76,2,570.6179144902302,759.9065583284968,-1,-1,-1
76,3,-1.0,-1.0,-1,-1,-1
76,4,-1.0,-1.0,-1,-1,-1
76,5,435.8831514133781,682.7524489224741,-1,-1,-1
76,6,-1.0,-1.0,-1,-1,-1
77,1,-1.0,-1.0,-1,-1,-1
77,2,567.4317390507605,756.1746380795308,-1,-1,-1
77,3,-1.0,-1.0,-1,-1,-1
77,4,-1.0,-1.0,-1,-1,-1
77,5,-1.0,-1.0,-1,-1,-1
77,6,-1.0,-1.0,-1,-1,-1
78,1,-1.0,-1.0,-1,-1,-1
78,2,566.1766877637131,752.0945850914205,-1,-1,-1
78,3,-1.0,-1.0,-1,-1,-1
78,4,-1.0,-1.0,-1,-1,-1
78,5,-1.0,-1.0,-1,-1,-1
78,6,-1.0,-1.0,-1,-1,-1
79,1,366.9034470312218,672.8191662154845,-1,-1,-1
79,2,564.0339279468345,748.1710388247639,-1,-1,-1
79,3,437.05644427103647,682.9257380673689,-1,-1,-1
79,4,-1.0,-1.0,-1,-1,-1
79,5,-1.0,-1.0,-1,-1,-1
79,6,-1.0,-1.0,-1,-1,-1
80,1,367.17817654522383,673.4013050570962,-1,-1,-1
80,2,558.8507014028056,744.6484635938543,-1,-1,-1
80,3,437.70852713178294,683.4538759689923,-1,-1,-1
80,4,-1.0,-1.0,-1,-1,-1
80,5,-1.0,-1.0,-1,-1,-1
80,6,-1.0,-1.0,-1,-1,-1
81,1,367.1381447056679,672.862037543284,-1,-1,-1
81,2,556.4046901172529,737.4150753768844,-1,-1,-1
81,3,-1.0,-1.0,-1,-1,-1
81,4,-1.0,-1.0,-1,-1,-1
81,5,-1.0,-1.0,-1,-1,-1
