num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
4500,,,24293,2,7,2705,24295,27000,24302,6,,6,0,0,35,133.55698525118706,0.8994814814814814,0.9997119578635503,0.8998148148148148,,14.0,2712.0,24288.0,0.9994239157271007,0.8995555555555556,0.9468636700323574
