num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
6734,,,19810,16,3,13844,19826,33670,19829,5,,0,5,0,39,287.15531480564846,0.5882684882684883,0.9998487064400625,0.5888327888327888,,5235.0,19076.0,14594.0,0.735992737909123,0.4334422334422334,0.5455802912203966
