num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
4500,,,19126,46,9,7828,19172,27000,19181,6,,3,3,0,367,167.48635115134525,0.708037037037037,0.9995307856733225,0.7100740740740741,,1820.0,9639.0,17361.0,0.9051144361607841,0.643,0.7518676511985448
