28	0	1	257.039	690.37	1
29	0	1	292.891	707.454	1
30	0	1	322.132	717.298	1
31	0	1	333.423	729.684	1
32	0	1	341.171	739.877	1
33	0	1	346.347	741.043	1
34	0	1	347.705	737.659	1
35	0	1	356.492	737	1
36	0	1	365.476	737.875	1
37	0	1	389.761	736.183	1
38	0	1	426.951	740.122	1
39	0	1	467.201	727.798	1
40	0	1	502.424	712.107	1
41	0	1	515.101	689.431	1
42	0	1	512.84	674.706	1
43	0	1	514.188	659.312	1
44	0	1	508.393	647.459	1
45	0	1	499.587	640.413	1
46	0	1	493.038	641.902	1
47	0	1	493.947	645.431	1
48	0	1	492.858	645.775	1
49	0	1	492.322	645.153	1
50	0	1	491.935	645.375	1
51	0	1	494.53	641.713	1
52	0	1	494.701	640.12	1
53	0	1	494.789	641.374	1
54	0	1	497.988	645.3	1
55	0	1	499.635	645.617	1
56	0	1	500.688	647.148	1
57	0	1	496.803	638.311	1
58	0	1	493.476	632.134	1
59	0	1	493.795	630.495	1
60	0	1	492.066	631.9	1
61	0	1	491.996	630.144	1
62	0	1	490.774	627.226	1
63	0	1	488.709	624.017	1
64	0	1	489.474	626.006	1
65	0	1	488.952	626.485	1
66	0	1	488.781	624.551	1
67	0	1	489.194	624.419	1
68	0	1	487.318	627.832	1
69	0	1	485.328	626.398	1
70	0	1	485.551	626.838	1
71	0	1	487.149	624.159	1
72	0	1	490.325	626.143	1
73	0	1	490.414	627.703	1
74	0	1	487.708	629.229	1
75	0	1	485.479	630.273	1
76	0	1	481.802	626.258	1
77	0	1	480.171	622.463	1
78	0	1	477.714	617.612	1
79	0	1	471.422	613.358	1
80	0	1	469.38	606.883	1
81	0	1	467.841	597.342	1
82	0	1	464.073	576.282	1
83	0	1	467.471	547.442	1
84	0	1	477.438	529.999	1
85	0	1	485.415	518.53	1
86	0	1	517.901	488.037	1
87	0	1	543.688	472.65	1
88	0	1	554.793	475.106	1
89	0	1	573.605	493.054	1
24	0	2	123.78	289.129	1
25	0	2	117.196	288.677	1
26	0	2	117.531	286.414	1
27	0	2	114.36	282.739	1
28	0	2	117.602	283.903	1
29	0	2	113.897	275.408	1
30	0	2	112.258	270.585	1
31	0	2	113.216	271.191	1
32	0	2	112.472	271.287	1
33	0	2	110.94	271.475	1
34	0	2	110.614	270.591	1
35	0	2	111.517	268.876	1
36	0	2	110.31	269.06	1
37	0	2	109.962	267.893	1
38	0	2	109.872	265.252	1
39	0	2	109.507	261.049	1
40	0	2	108.926	258.367	1
41	0	2	106.395	256.335	1
42	0	2	105.598	253.578	1
43	0	2	105.427	252.825	1
44	0	2	103.924	251.998	1
45	0	2	105.29	250.258	1
46	0	2	104.174	249.774	1
47	0	2	103.563	248.263	1
48	0	2	103.325	247.105	1
49	0	2	103.724	247.066	1
50	0	2	103.128	246.692	1
51	0	2	103.277	246.118	1
