idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.7074340985988187,0.9925441184358741,0.5495693495693496,0.5536976536976537,1.0,5,0,5,0,0,15027,2,18,0.5536382536382536,64.27060936159188
