X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	X9	Y9	ProbId9	X10	Y10	ProbId10	
97.513	486.3	NaN	NaN	NaN	NaN	300.79	832.17	NaN	724.62	496.09	NaN	NaN	NaN	NaN	215.9	617.33	NaN	NaN	NaN	NaN	847.32	456.25	NaN	NaN	NaN	NaN	510.97	169.67	NaN
97.656	486.25	NaN	NaN	NaN	NaN	311.5	837.35	NaN	720.2	498.12	NaN	NaN	NaN	NaN	215.59	617.04	NaN	NaN	NaN	NaN	848.59	452.33	NaN	NaN	NaN	NaN	510.93	170.07	NaN
98.065	486.27	NaN	NaN	NaN	NaN	318.98	838.33	NaN	716.42	500.66	NaN	NaN	NaN	NaN	214.28	616.09	NaN	NaN	NaN	NaN	849.11	453.2	NaN	NaN	NaN	NaN	510.74	170.56	NaN
98.347	486.19	NaN	NaN	NaN	NaN	332.04	841.22	NaN	715.32	502.13	NaN	NaN	NaN	NaN	213.6	615.38	NaN	NaN	NaN	NaN	849.73	448.38	NaN	NaN	NaN	NaN	510.25	170.79	NaN
98.082	486.6	NaN	NaN	NaN	NaN	339.5	840.57	NaN	713.62	503.63	NaN	NaN	NaN	NaN	212.72	614.83	NaN	NaN	NaN	NaN	848.41	440.59	NaN	NaN	NaN	NaN	511.06	172.72	NaN
98.738	486.53	NaN	NaN	NaN	NaN	348.39	837.92	NaN	710.91	502.21	NaN	NaN	NaN	NaN	212.37	614.62	NaN	NaN	NaN	NaN	847.35	435.64	NaN	NaN	NaN	NaN	509.76	174.05	NaN
98.536	487	NaN	NaN	NaN	NaN	358.43	834.58	NaN	711.1	504.3	NaN	NaN	NaN	NaN	212.54	614.25	NaN	NaN	NaN	NaN	847.14	426.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.296	487.3	NaN	NaN	NaN	NaN	368.75	829.17	NaN	711.58	505.72	NaN	NaN	NaN	NaN	212.5	612.75	NaN	NaN	NaN	NaN	849.24	419.62	NaN	NaN	NaN	NaN	506.01	176.09	NaN
101.94	486.08	NaN	NaN	NaN	NaN	381.08	824.63	NaN	706.91	505.9	NaN	NaN	NaN	NaN	214.57	612.41	NaN	NaN	NaN	NaN	851.13	411.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.941	488.1	NaN	NaN	NaN	NaN	393.79	822.84	NaN	703.2	506.28	NaN	NaN	NaN	NaN	218.95	612.82	NaN	NaN	NaN	NaN	849.27	403.16	NaN	NaN	NaN	NaN	503.93	180.45	NaN
101.49	487.54	NaN	NaN	NaN	NaN	401.59	823.69	NaN	702.71	507.49	NaN	NaN	NaN	NaN	222.71	611.38	NaN	NaN	NaN	NaN	847.6	401.01	NaN	NaN	NaN	NaN	500.13	180.9	NaN
103.29	486.95	NaN	NaN	NaN	NaN	414.57	824.39	NaN	702.24	507.24	NaN	NaN	NaN	NaN	226.63	609.88	NaN	NaN	NaN	NaN	847.64	401.12	NaN	NaN	NaN	NaN	499.72	183.15	NaN
102.58	488.15	NaN	NaN	NaN	NaN	427.02	824.53	NaN	701.89	505.41	NaN	NaN	NaN	NaN	229.9	607.23	NaN	NaN	NaN	NaN	847.17	398.12	NaN	NaN	NaN	NaN	496.05	184.2	NaN
104.48	487.74	NaN	NaN	NaN	NaN	437.05	827.94	NaN	701.44	504.5	NaN	NaN	NaN	NaN	234.44	607.34	NaN	NaN	NaN	NaN	846.02	393.19	NaN	NaN	NaN	NaN	493.88	184.82	NaN
106.47	486.57	NaN	NaN	NaN	NaN	447.26	832.06	NaN	700.75	502.88	NaN	NaN	NaN	NaN	237.81	606.07	NaN	NaN	NaN	NaN	845.89	388.72	NaN	NaN	NaN	NaN	492.41	185.14	NaN
106.34	487.19	NaN	NaN	NaN	NaN	457.07	836.76	NaN	700.68	502.41	NaN	NaN	NaN	NaN	240.72	607.06	NaN	NaN	NaN	NaN	847.17	380.66	NaN	NaN	NaN	NaN	491.34	184.94	NaN
106.07	488.9	NaN	NaN	NaN	NaN	468.38	841.59	NaN	698.33	501.19	NaN	NaN	NaN	NaN	242.62	605.11	NaN	NaN	NaN	NaN	848.73	375.59	NaN	NaN	NaN	NaN	488.89	184.85	NaN
108.48	487.48	NaN	NaN	NaN	NaN	480.06	844.91	NaN	697.28	501.06	NaN	NaN	NaN	NaN	246.26	603.24	NaN	NaN	NaN	NaN	849.77	371.78	NaN	NaN	NaN	NaN	487.79	186.28	NaN
109.9	486.46	NaN	NaN	NaN	NaN	488.61	850.17	NaN	695.55	500.01	NaN	NaN	NaN	NaN	250.66	599.85	NaN	NaN	NaN	NaN	846.76	362.81	NaN	NaN	NaN	NaN	485.74	187.06	NaN
109.28	487.92	NaN	NaN	NaN	NaN	500.27	852.43	NaN	694.15	501.69	NaN	NaN	NaN	NaN	255.48	598.84	NaN	NaN	NaN	NaN	847.79	356.98	NaN	NaN	NaN	NaN	483.07	187.91	NaN
108.93	490.8	NaN	NaN	NaN	NaN	509.6	855.2	NaN	692.52	500.49	NaN	NaN	NaN	NaN	260.33	595.36	NaN	NaN	NaN	NaN	846.72	355.06	NaN	NaN	NaN	NaN	480.05	188.42	NaN
110.84	488.91	NaN	NaN	NaN	NaN	518.4	859.78	NaN	692.38	500.88	NaN	NaN	NaN	NaN	265.83	590.58	NaN	NaN	NaN	NaN	844.29	350.25	NaN	NaN	NaN	NaN	476.37	188.64	NaN
111.41	490.95	NaN	NaN	NaN	NaN	526.79	865.99	NaN	690.48	501.62	NaN	NaN	NaN	NaN	268.16	588.87	NaN	NaN	NaN	NaN	844.16	345.56	NaN	NaN	NaN	NaN	473.06	188.27	NaN
113.13	491.21	NaN	NaN	NaN	NaN	534.25	871.63	NaN	688.23	503.89	NaN	NaN	NaN	NaN	273.03	583.5	NaN	NaN	NaN	NaN	844.16	345.46	NaN	NaN	NaN	NaN	469.91	188.04	NaN
114.35	495.02	NaN	NaN	NaN	NaN	537.7	873.06	NaN	684.91	505.22	NaN	NaN	NaN	NaN	277.12	576.47	NaN	NaN	NaN	NaN	845.67	347.95	NaN	NaN	NaN	NaN	466.29	188.61	NaN
115.28	498.48	NaN	NaN	NaN	NaN	542.02	875.13	NaN	681.38	506.31	NaN	NaN	NaN	NaN	278.49	573.55	NaN	NaN	NaN	NaN	846.03	349.01	NaN	NaN	NaN	NaN	462.56	189.28	NaN
116.59	500.95	NaN	NaN	NaN	NaN	543.03	873.88	NaN	677.56	508.75	NaN	NaN	NaN	NaN	281.2	566.07	NaN	NaN	NaN	NaN	846.58	349.51	NaN	NaN	NaN	NaN	459.57	189.89	NaN
117.55	503.49	NaN	NaN	NaN	NaN	544.87	871.36	NaN	673.31	510.39	NaN	NaN	NaN	NaN	283.44	559.36	NaN	NaN	NaN	NaN	847.16	348.57	NaN	NaN	NaN	NaN	457.25	190.37	NaN
118.1	506.1	NaN	NaN	NaN	NaN	552.68	871.15	NaN	670.12	512.03	NaN	NaN	NaN	NaN	284.91	555.77	NaN	NaN	NaN	NaN	847.93	347.22	NaN	NaN	NaN	NaN	455.91	191.01	NaN
118.86	507.17	NaN	NaN	NaN	NaN	558.55	869.99	NaN	664.43	514.17	NaN	NaN	NaN	NaN	283.14	552.15	NaN	NaN	NaN	NaN	848.01	347.3	NaN	NaN	NaN	NaN	452.79	191.42	NaN
119.32	510.95	NaN	NaN	NaN	NaN	566.55	866.91	NaN	659.26	515.04	NaN	NaN	NaN	NaN	282.14	544.2	NaN	NaN	NaN	NaN	847.64	348.39	NaN	NaN	NaN	NaN	450	191.85	NaN
120.04	514.2	NaN	NaN	NaN	NaN	571.59	862.12	NaN	657.95	515.05	NaN	NaN	NaN	NaN	283.03	538.26	NaN	NaN	NaN	NaN	847.55	346.01	NaN	NaN	NaN	NaN	443.52	193.31	NaN
121.92	517.57	NaN	NaN	NaN	NaN	575.92	854.93	NaN	657.02	515.68	NaN	NaN	NaN	NaN	280.86	531.24	NaN	NaN	NaN	NaN	848.52	347.32	NaN	NaN	NaN	NaN	438.88	194.59	NaN
124.26	521.56	NaN	NaN	NaN	NaN	580.69	848.39	NaN	656.67	516.14	NaN	NaN	NaN	NaN	278.17	524.94	NaN	NaN	NaN	NaN	848.68	348.28	NaN	NaN	NaN	NaN	436.75	194.2	NaN
126.35	525.76	NaN	NaN	NaN	NaN	588.34	836.77	NaN	654.81	518.3	NaN	776.97	371.19	NaN	278.73	516.23	NaN	NaN	NaN	NaN	849.67	347.43	NaN	796.23	324.05	NaN	433.03	193.68	NaN
127.34	529.69	NaN	NaN	NaN	NaN	592.94	828.8	NaN	654.73	518.83	NaN	775.68	372.17	NaN	278.87	504.97	NaN	NaN	NaN	NaN	850.28	348.14	NaN	795.45	325.36	NaN	431.42	193.5	NaN
128.28	533.95	NaN	NaN	NaN	NaN	596.87	817.49	NaN	653.71	520.38	NaN	775.81	371.65	NaN	274.58	496.1	NaN	NaN	NaN	NaN	850.41	347.62	NaN	795.9	325.57	NaN	425.61	193.65	NaN
128.26	535.58	NaN	400.83	111.77	NaN	603.54	806.22	NaN	652.56	520.88	NaN	774.94	372.46	NaN	271.22	492.56	NaN	458.59	122.93	NaN	850.64	348.24	NaN	795.9	324.18	NaN	421.21	194.35	NaN
129.83	541.74	NaN	393.56	113.32	NaN	612.14	793.55	NaN	653.21	519.67	NaN	775.02	372.45	NaN	267.85	489.27	NaN	457.47	122.4	NaN	850.76	346.85	NaN	796.01	322.6	NaN	415.95	195.58	NaN
131.94	546.71	NaN	385.15	114.28	NaN	621.99	780.07	NaN	652.88	517.9	NaN	774.67	373.12	NaN	263.77	483.62	NaN	458.01	122.22	NaN	851	349.51	NaN	797.78	320.98	NaN	411.64	197.14	NaN
133.59	551.32	NaN	381.71	113.8	NaN	629.08	772.17	NaN	651.97	514.05	NaN	774.77	373.04	NaN	260.39	479.72	NaN	457.96	122.18	NaN	850.72	349.61	NaN	801.37	318.46	NaN	408.82	198.1	NaN
134.88	557.62	NaN	371.16	116.35	NaN	635.79	766.94	NaN	650.69	511.04	NaN	775.48	372.38	NaN	256.61	475.52	NaN	458.76	122.82	NaN	850.49	350.03	NaN	802.17	316.13	NaN	407.08	198.62	NaN
135.54	562.37	NaN	363.42	118.76	NaN	646.95	758.12	NaN	647.47	507.74	NaN	774.61	373.51	NaN	253.04	471.3	NaN	458.74	122.96	NaN	851.63	351.44	NaN	802.8	316.04	NaN	405.31	198.81	NaN
135.37	567.3	NaN	353.88	122.95	NaN	655.85	750.26	NaN	645.6	505.31	NaN	773.82	374.28	NaN	249.68	465.65	NaN	458.6	122.76	NaN	850.79	355.45	NaN	800.85	316.61	NaN	403.71	198.87	NaN
134.05	571.35	NaN	347.59	126.9	NaN	663.48	747.35	NaN	645.84	502.72	NaN	774.96	373.1	NaN	249.21	464.59	NaN	459.47	123.06	NaN	850.61	357.61	NaN	800.55	317.2	NaN	401.66	199.53	NaN
134.18	576	NaN	341	127.36	NaN	677.02	744.61	NaN	642.04	499.75	NaN	775	373.01	NaN	249.99	465.36	NaN	459.76	123.35	NaN	850.52	360.07	NaN	799.99	317.14	NaN	400.54	199.87	NaN
134.32	581.02	NaN	332.27	129.77	NaN	689.49	741.32	NaN	642.69	498.58	NaN	774.47	373.58	NaN	250.04	464.48	NaN	459.43	123.25	NaN	850.71	361.6	NaN	799.37	317.31	NaN	398.45	200.06	NaN
133.57	584.32	NaN	321.47	135.05	NaN	700.96	737.01	NaN	642.57	497.26	NaN	774.08	373.59	NaN	250.44	464.44	NaN	459.45	123.19	NaN	852.45	366.33	NaN	800.17	316.81	NaN	397.21	199.35	NaN
132.19	589.56	NaN	313.87	136.2	NaN	709.14	737.1	NaN	643.45	494.5	NaN	773.72	373.98	NaN	249.82	462.82	NaN	459.3	122.9	NaN	852.15	367.59	NaN	800.68	316.21	NaN	394.36	199.43	NaN
130.02	593.43	NaN	314.23	135.62	NaN	718.67	736.28	NaN	646.56	490.62	NaN	772.89	374.3	NaN	248.91	460.4	NaN	459.48	122.99	NaN	849.82	369.31	NaN	800.53	315.22	NaN	392.83	199.25	NaN
128.86	595.47	NaN	314.31	136.13	NaN	726.71	734.96	NaN	641.75	490.96	NaN	772.63	374.37	NaN	246.08	457.59	NaN	459.53	123.11	NaN	849.14	370.21	NaN	800.85	314.55	NaN	389.95	198.61	NaN
128.17	597.09	NaN	310.61	138.24	NaN	728.56	734.6	NaN	634.74	486.1	NaN	771.96	375.17	NaN	243.73	455.27	NaN	459.43	123.02	NaN	845.87	368.83	NaN	801.66	312.99	NaN	385.47	197.89	NaN
127.04	600.76	NaN	303.79	143.56	NaN	729.19	733.83	NaN	629.74	481.37	NaN	771.16	375.8	NaN	239.62	451.01	NaN	459.51	123.15	NaN	845.95	369.24	NaN	801.69	312.83	NaN	379.99	197.61	NaN
126.8	603.26	NaN	299.16	147.47	NaN	732.2	728.93	NaN	622.65	479.04	NaN	770.6	376.31	NaN	236.03	446.73	NaN	458.78	122.45	NaN	846.98	370.38	NaN	804.21	311.77	NaN	375.65	196.63	NaN
127.07	603.47	NaN	296.33	151.4	NaN	738.41	722.21	NaN	613.28	477.07	NaN	769.19	377.42	NaN	234.26	446.08	NaN	458.47	122.18	NaN	846.13	368.43	NaN	802.44	311.8	NaN	369.95	195.22	NaN
126.81	603.88	NaN	293.76	154.08	NaN	742.9	716.31	NaN	607.36	476.18	NaN	768.11	377.88	NaN	232.85	444.94	NaN	458.54	122.25	NaN	844.55	366.71	NaN	803.55	311.51	NaN	363.85	193.32	NaN
126.57	604.23	NaN	288.25	155.49	NaN	739.36	711.49	NaN	603.98	477.63	NaN	766.96	378.5	NaN	228.28	441.92	NaN	458.44	122.06	NaN	844.9	369.8	NaN	803.7	311.42	NaN	361.07	191.96	NaN
126.25	605.27	NaN	281.47	157.61	NaN	739.04	705.67	NaN	598.58	476.55	NaN	765.76	378.04	NaN	225.22	440.12	NaN	458.63	122.19	NaN	844	370.13	NaN	804.14	312.01	NaN	360.96	191.61	NaN
126.63	604.7	NaN	279.28	159.52	NaN	735.77	699.3	NaN	593.97	477.79	NaN	764.3	378.31	NaN	224.19	438.58	NaN	458.85	122.76	NaN	843.65	370.03	NaN	805.43	312.04	NaN	361.31	191.45	NaN
126.49	605.87	NaN	277.59	160.25	NaN	732.39	693.4	NaN	593.87	479.38	NaN	762.76	378.92	NaN	222.99	436.73	NaN	458.97	122.24	NaN	843.08	372.37	NaN	803.88	311.83	NaN	360.11	190.11	NaN
126.82	605.93	NaN	274.86	162.59	NaN	730.32	681.83	NaN	593.02	481.06	NaN	762.21	378.04	NaN	221.36	432.82	NaN	458.76	122.32	NaN	844.06	376.32	NaN	805.36	310.91	NaN	359.83	189.68	NaN
126.37	607.79	NaN	270.25	167.81	NaN	729.28	673.21	NaN	592.69	481.83	NaN	761.28	377.83	NaN	219.34	430.98	NaN	458.51	121.98	NaN	842.44	375.92	NaN	805.93	311.26	NaN	359.69	189.65	NaN
126.53	608.76	NaN	263.15	173.47	NaN	727.84	657.96	NaN	588.64	482.59	NaN	761.26	375.66	NaN	218.43	430.1	NaN	459.03	121.74	NaN	839.04	375.45	NaN	807.69	310.87	NaN	360.29	189.9	NaN
126.66	609.6	NaN	255.13	178.69	NaN	726.55	650.83	NaN	586.63	482.24	NaN	759.86	374.46	NaN	218.3	429.91	NaN	458.67	121.41	NaN	837.05	374.53	NaN	813.09	311.07	NaN	361.28	189.92	NaN
126.89	613.24	NaN	249.05	180.93	NaN	726.62	636.72	NaN	584.82	482.24	NaN	758.57	374.17	NaN	219.01	430.15	NaN	457.73	120.32	NaN	833.97	373.5	NaN	817.98	311.75	NaN	361.31	190.06	NaN
126.73	614.14	NaN	241.89	185.96	NaN	726.39	625.58	NaN	583.47	482.32	NaN	757.19	373.61	NaN	218.98	429.46	NaN	458.84	119.78	NaN	831.02	373.57	NaN	820.04	313.12	NaN	361.2	189.96	NaN
126.82	615.46	NaN	235.79	188.11	NaN	723.46	615.15	NaN	581.44	483.97	NaN	756.57	372.05	NaN	220.15	429.98	NaN	458.78	118.56	NaN	827.09	372.8	NaN	822.17	316.2	NaN	360.39	189.79	NaN
127.77	618.34	NaN	231.31	190.1	NaN	721.85	608.1	NaN	577.89	487.64	NaN	755.54	369.99	NaN	221.44	431.06	NaN	458.78	118.75	NaN	821.39	369.47	NaN	825.17	316.98	NaN	360.41	189.9	NaN
128.9	618.37	NaN	229.07	191.43	NaN	717.73	595.71	NaN	571.81	491.77	NaN	755.01	370.12	NaN	222.79	431.19	NaN	458.81	118.65	NaN	814.16	367.47	NaN	826.13	319.25	NaN	360.71	190.14	NaN
129.92	619.95	NaN	225.07	195.46	NaN	716.12	586.44	NaN	567.46	493.89	NaN	755.11	370.67	NaN	224.67	432.18	NaN	458.44	118.32	NaN	808.59	364.52	NaN	827.17	320.37	NaN	359.97	189.87	NaN
130.84	623	NaN	222.07	200.47	NaN	712.99	579.01	NaN	562.46	497.1	NaN	755.23	370.2	NaN	226.97	429.32	NaN	458.25	118.28	NaN	809.15	362.42	NaN	829.45	322.81	NaN	359.25	189.87	NaN
131.32	627.25	NaN	220.34	203.5	NaN	708.03	567.95	NaN	555	500.13	NaN	755.04	370.54	NaN	229.6	427.61	NaN	458.09	118.39	NaN	806.89	358.73	NaN	831.9	324.73	NaN	359.34	190.24	NaN
134.13	633.62	NaN	217.43	207.42	NaN	703.29	558.14	NaN	546.52	502.61	NaN	754.85	370.68	NaN	232.03	426.79	NaN	459.04	119.07	NaN	803.67	355.64	NaN	835.79	330.62	NaN	358.52	190.21	NaN
137.08	638.88	NaN	215.35	213.13	NaN	696.89	548.95	NaN	534.58	507.17	NaN	755.39	368.67	NaN	235.17	427.84	NaN	458.54	118.68	NaN	799.62	352.23	NaN	835.18	331.76	NaN	358.22	190.34	NaN
139.74	644.2	NaN	212.35	218.58	NaN	689.27	540.51	NaN	525.65	511.8	NaN	755.14	368.26	NaN	240.35	426.1	NaN	458.2	117.9	NaN	797.82	351.72	NaN	835.44	332.02	NaN	357.75	190.79	NaN
140.95	647.89	NaN	208.98	223.63	NaN	679.35	534.19	NaN	521.87	513.71	NaN	754.61	368.65	NaN	244.42	424.51	NaN	458.26	117.86	NaN	795.16	346.95	NaN	837.85	335.36	NaN	358.62	191.26	NaN
143.22	652.72	NaN	202.61	231.67	NaN	671.17	530.24	NaN	515.88	514.41	NaN	753.35	368.11	NaN	246.63	426.26	NaN	458.51	117.36	NaN	794.86	340.03	NaN	839.96	339.03	NaN	357.44	192.09	NaN
147.73	659.34	NaN	196.52	237.71	NaN	663.22	526.73	NaN	511.16	518.76	NaN	752.38	364.74	NaN	249.32	425.83	NaN	458.85	116.97	NaN	791.72	335.16	NaN	842.15	342.23	NaN	356.92	192.91	NaN
151.17	664.56	NaN	189.16	246.53	NaN	657.05	522.82	NaN	508.84	522.24	NaN	751.55	365.52	NaN	253.08	424.68	NaN	458.96	115.73	NaN	792.7	333.31	NaN	842.05	344.37	NaN	356.47	194.53	NaN
154.21	669.17	NaN	182.71	255.56	NaN	647.54	519.73	NaN	502.83	526.4	NaN	750.56	363.78	NaN	255.38	426.16	NaN	458.87	114.8	NaN	793.27	329.94	NaN	844.11	349.36	NaN	355.77	195.81	NaN
159.19	674.91	NaN	174.14	264.3	NaN	638.94	515.62	NaN	493.78	532.17	NaN	748.96	362.02	NaN	261.28	424.42	NaN	458.36	114.73	NaN	792.82	323.85	NaN	844.85	352.28	NaN	356.92	196.34	NaN
161.31	680.32	NaN	167.93	271.27	NaN	626.26	512.63	NaN	484.98	538.59	NaN	746.38	361.77	NaN	267.58	419.99	NaN	458.49	115.03	NaN	794.89	319.31	NaN	845.02	355.07	NaN	355.7	197.09	NaN
163.35	683.64	NaN	161.33	280.2	NaN	615.19	506.44	NaN	475.98	546.68	NaN	745.15	352.99	NaN	271.67	416.85	NaN	458.48	113.77	NaN	794.44	314.96	NaN	846.45	355.1	NaN	356.48	197.36	NaN
166.56	689.54	NaN	158.01	286.19	NaN	600.28	503.38	NaN	470.66	555.03	NaN	746.06	350.22	NaN	279.39	409.64	NaN	456.69	112.02	NaN	791.53	306.98	NaN	847.36	354.58	NaN	355.72	197.86	NaN
169.73	696.47	NaN	152.5	294.45	NaN	589.99	501	NaN	463.43	564.08	NaN	745.39	347.8	NaN	283.52	406.95	NaN	456.07	111.52	NaN	790	305.37	NaN	847.23	352.23	NaN	355.9	198.7	NaN
173.49	703.44	NaN	146.11	304.79	NaN	577.65	495.35	NaN	455.29	572.06	NaN	743.75	347.99	NaN	287.73	401.49	NaN	455.24	109.77	NaN	790.37	306.88	NaN	846.95	354.42	NaN	355.54	199.44	NaN
176.19	711.52	NaN	142.62	315.61	NaN	567.17	488.23	NaN	450.28	579.8	NaN	742.72	345.2	NaN	295.41	395.21	NaN	454.98	108.46	NaN	789.52	304.87	NaN	846.43	354.17	NaN	354.76	200.33	NaN
177.21	717.36	NaN	140.31	325.43	NaN	558	485.35	NaN	445.02	586.35	NaN	743.46	339.58	NaN	298.28	391.73	NaN	454.5	108.31	NaN	788.64	303.59	NaN	847.39	355.41	NaN	351.36	201.51	NaN
178.94	724.45	NaN	135.76	336.99	NaN	551.84	480.27	NaN	442.23	590.71	NaN	742.73	333.52	NaN	306.31	380.88	NaN	453.54	107.89	NaN	787.47	302.89	NaN	847.45	356.91	NaN	348.18	202.89	NaN
180.64	731.22	NaN	131.82	350.39	NaN	541.27	470.39	NaN	436.52	595.99	NaN	741.74	334.14	NaN	310.49	373.74	NaN	453.07	108.01	NaN	786.3	305.73	NaN	847.46	356.69	NaN	346.12	203.78	NaN
182.44	733.66	NaN	128.46	357.93	NaN	535.61	462.48	NaN	427.26	602.52	NaN	740.43	334.45	NaN	316.99	362.75	NaN	453.6	108.01	NaN	784.81	306.22	NaN	848.06	357.1	NaN	342.23	206.52	NaN
183.63	733.9	NaN	127.3	370.1	NaN	527.31	453.14	NaN	425.14	607.86	NaN	739	334.24	NaN	320.1	358.88	NaN	452.42	107.84	NaN	784.46	306.82	NaN	849.89	357.47	NaN	338.57	208.62	NaN
184.59	735.52	NaN	126.15	375.03	NaN	525.13	444.98	NaN	418.58	617.08	NaN	737.75	334.81	NaN	325.97	349.77	NaN	451.29	107.96	NaN	781.76	306.08	NaN	851.53	356.36	NaN	334.76	209.65	NaN
184.94	736.25	NaN	120.56	383.09	NaN	525.07	432.66	NaN	412.86	622.98	NaN	735.5	338.63	NaN	329.92	341.45	NaN	451.37	108.56	NaN	782.42	306.88	NaN	851.99	354.17	NaN	330.81	210.66	NaN
185.71	737.37	NaN	116.63	391.2	NaN	520.75	418.67	NaN	407.95	629.66	NaN	734.3	338.5	NaN	330.52	334.26	NaN	452.01	108.54	NaN	780.34	306.01	NaN	851.73	349.99	NaN	325.38	211.93	NaN
186.85	740.56	NaN	111.79	400.38	NaN	519.19	411.89	NaN	399.01	640.58	NaN	733.97	337.5	NaN	332.03	328.95	NaN	452.64	108.19	NaN	779.4	306.77	NaN	851.54	348.84	NaN	325.62	211.69	NaN
188.47	744.93	NaN	107.83	409.27	NaN	522.92	400.67	NaN	393.04	648.82	NaN	733.74	336.53	NaN	332.54	323.24	NaN	452.34	107.82	NaN	778.48	306.33	NaN	851.15	349.97	NaN	324.91	211.72	NaN
189.74	747.3	NaN	103.48	420.82	NaN	526.54	394.2	NaN	386.97	659.99	NaN	733.38	337.28	NaN	332.07	319.83	NaN	453.7	107.89	NaN	779.16	306.37	NaN	851.2	349.9	NaN	324.68	211.9	NaN
191.21	750.44	NaN	102.71	429.4	NaN	530.7	383.1	NaN	384.23	665.99	NaN	733.1	334.35	NaN	330.08	314.49	NaN	451.66	106.53	NaN	770.85	302.99	NaN	852.12	351.26	NaN	325.2	211.96	NaN
191.99	752.75	NaN	102.44	435.88	NaN	535.75	378.67	NaN	378.91	672.55	NaN	732.96	336.14	NaN	330.11	305.04	NaN	450.78	105.72	NaN	768.51	302.05	NaN	852.89	353.47	NaN	325.21	212.67	NaN
192.5	753.93	NaN	102.55	447.51	NaN	544.19	372.97	NaN	371.24	680.87	NaN	732.77	337.18	NaN	328.84	301.72	NaN	449.55	105.02	NaN	770.14	300.09	NaN	852.89	354.18	NaN	323.04	214.47	NaN
193.06	754.59	NaN	102.66	452.96	NaN	553.91	365.53	NaN	366.33	687.05	NaN	732.44	336.15	NaN	328.87	300.93	NaN	448.26	104.87	NaN	766.74	299.98	NaN	853.1	354.78	NaN	324.08	214.18	NaN
193.81	755.78	NaN	103.57	468.51	NaN	562.22	357.09	NaN	362.69	691.14	NaN	732.16	336.55	NaN	329.18	300.36	NaN	448.74	105.17	NaN	764.78	295.97	NaN	853.46	356.07	NaN	323.63	214.19	NaN
195.76	759.53	NaN	102.46	479.47	NaN	570.46	351.05	NaN	357.67	695.99	NaN	731.55	338.06	NaN	328.86	299.89	NaN	448.7	105.09	NaN	763.95	294.85	NaN	852.58	356.51	NaN	324.08	214.09	NaN
198.82	762.76	NaN	100.12	493.3	NaN	582.76	345.89	NaN	356.11	696.82	NaN	731.34	339.78	NaN	328.57	299.94	NaN	448.41	105.07	NaN	755.85	290.53	NaN	852.58	357.74	NaN	323.85	214.48	NaN
201.85	766.53	NaN	98.611	504.13	NaN	592.86	341.38	NaN	349.25	698.96	NaN	730.32	340.6	NaN	328.15	298.96	NaN	448.58	105.06	NaN	749.4	284.97	NaN	851.67	357.27	NaN	323.79	214.7	NaN
204.7	769.8	NaN	96.455	518.59	NaN	606.35	335.79	NaN	342.6	700.93	NaN	729.47	345.4	NaN	327.91	298.96	NaN	447.85	104.41	NaN	743.86	277.88	NaN	851.81	359.48	NaN	323.2	215.07	NaN
207.67	773.33	NaN	97.861	529.8	NaN	617.54	334.04	NaN	337.91	702.69	NaN	730.37	348.22	NaN	327.08	298.03	NaN	446.97	103.77	NaN	736.11	272.53	NaN	850.72	358.86	NaN	322.84	215.03	NaN
211.74	776.82	NaN	100.52	537.94	NaN	623.81	334.27	NaN	331.76	705.01	NaN	730.53	351.01	NaN	325.43	294.84	NaN	445.27	102.94	NaN	727.66	266.28	NaN	849.42	360.88	NaN	321.46	215.86	NaN
216.23	780.36	NaN	104.27	545.37	NaN	630.21	333.94	NaN	322.42	707.13	NaN	728.74	354.23	NaN	324.96	294.72	NaN	441.83	102.16	NaN	718.26	258.33	NaN	848.3	361.13	NaN	321.41	215.94	NaN
219.68	782.86	NaN	108.09	548.64	NaN	645.38	329.41	NaN	319.22	704.81	NaN	728.14	355.26	NaN	325.55	295.14	NaN	441.36	101.89	NaN	713.82	251.17	NaN	847.32	366.17	NaN	321.56	215.68	NaN
224.7	789.84	NaN	113.05	557.29	NaN	654.39	328.33	NaN	315.12	703.11	NaN	726.92	358.01	NaN	326.28	294.33	NaN	440.99	101.51	NaN	710.2	245.85	NaN	849.04	371.28	NaN	321.62	215.48	NaN
229.22	794.75	NaN	116.84	564.64	NaN	662.29	329.39	NaN	308.54	701.35	NaN	727.73	359.04	NaN	326.52	293.35	NaN	441.84	100.51	NaN	705.96	239.03	NaN	849.07	376.3	NaN	320.76	215.93	NaN
233.75	798.78	NaN	120.68	574.04	NaN	662.55	328.89	NaN	302.1	700.79	NaN	728.94	360.14	NaN	326.61	292.57	NaN	440.82	100.61	NaN	702.33	236.7	NaN	848.49	379.29	NaN	319.68	216.4	NaN
237.94	802.95	NaN	127.24	584.08	NaN	663.71	328.35	NaN	298.64	699.38	NaN	728.5	362.44	NaN	326.86	292.14	NaN	440.96	100.05	NaN	695.55	230.21	NaN	848.49	387.2	NaN	319.06	216.34	NaN
