num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
4500,,,11471,167,0,15362,11638,27000,11638,6,,0,6,0,166,133.3703491152221,0.4248518518518518,1.0,0.43103703703703705,,9762.0,25124.0,1876.0,0.16119608180099673,0.06948148148148148,0.09710647549044982
