idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.6431722516464209,0.7458297909765178,0.5653555555555555,0.758,0.9999706839435959,10,5,5,0,1,10890,108,210,0.7555777777777778,41.122684920837926
