num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1,motp_px
15000,,,69707,243,16,5050,69950,75000,69966,5,,5,0,0,708,125.0855839142537,0.9292133333333333,0.99977131749707,0.9326666666666666,,36001.0,41035.0,33965.0,0.48545007575107907,0.45286666666666664,0.46859263551453445,11.184166661591453
