num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
6734,,,18641,2,0,15027,18643,33670,18643,5,,0,5,0,18,64.27060936159188,0.5536382536382536,1.0,0.5536976536976537,,139.0,15166.0,18504.0,0.9925441184358741,0.5495693495693496,0.7074340985988187
