idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.7873230659663492,0.9828850855745721,0.6566676566676567,0.6678645678645678,0.9996443654145366,5,0,5,0,8,11183,4,2,0.6675081675081675,146.71498359880002
