idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp
0.7033205733107807,0.8780173371860414,0.5866052866052867,0.5978021978021978,0.8947766170260057,5,0,5,0,2367,13542,4,41,0.5273834273834274,151.55962886832097
