X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
86.396	319.48	NaN	326.58	307.1	NaN	427.1	324.74	NaN	110.04	371.56	NaN	182.97	405.17	NaN
86.231	318.62	NaN	326.62	307.02	NaN	427.02	325.44	NaN	110.1	370.95	NaN	183.12	405.17	NaN
86.377	318.38	NaN	327.01	307.08	NaN	426.63	326.03	NaN	110.07	370.55	NaN	183.49	405.18	NaN
86.378	317.57	NaN	327.14	307.08	NaN	426.36	326.52	NaN	109.41	369.71	NaN	183.14	405.17	NaN
86.395	317.03	NaN	327.35	307.1	NaN	426.26	327.32	NaN	108.14	369.58	NaN	182.7	405.52	NaN
86.591	316.32	NaN	327.35	307.1	NaN	426.05	328.3	NaN	107.79	369.4	NaN	182.67	405.54	NaN
86.665	315.18	NaN	327.44	307.05	NaN	425.83	328.51	NaN	107.16	368.62	NaN	183	405.53	NaN
86.388	314.28	NaN	327.64	307.02	NaN	425.5	329.23	NaN	106.78	368.44	NaN	182.51	405.55	NaN
85.986	313.58	NaN	327.52	307.07	NaN	425.05	330.22	NaN	106.16	367.57	NaN	183.04	405.52	NaN
85.797	313.15	NaN	327.85	307.03	NaN	424.72	330.86	NaN	105.55	366.84	NaN	183.04	405.57	NaN
85.813	313.04	NaN	328.51	306.9	NaN	424.66	331.67	NaN	105.23	366.25	NaN	183.06	405.58	NaN
85.855	312.15	NaN	328.48	306.86	NaN	424.51	332.25	NaN	104.45	365.33	NaN	183.3	405.39	NaN
