num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1,motp_px
6734,,,20124,4,6,13542,20128,33670,20134,5,,0,5,0,41,151.55962886832097,0.5975051975051975,0.9997019966226284,0.5978021978021978,,383.0,13919.0,19751.0,0.9809774510777789,0.5866052866052867,0.7341833320942681,12.310955643991289
