num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1,motp_px
4500,,,44846,0,73,154,44846,45000,44919,10,,10,0,0,5,39.111585074089774,0.9949555555555556,0.9983748525123,0.9965777777777778,,73.0,154.0,44846.0,0.9983748525123,0.9965777777777778,0.9974755057329374,6.253925573117238
