frame,id,x,y,width,height,confidence
1,1,459.89496768236376,653.044783010157,-1,-1,-1
1,2,394.4682675814751,573.6317895940537,-1,-1,-1
1,3,600.6054235222425,244.2766605728214,-1,-1,-1
1,4,374.7291122715405,118.55613577023499,-1,-1,-1
1,5,1567.8012192466797,143.79838885260176,-1,-1,-1
2,1,456.5615106286748,659.719131614654,-1,-1,-1
2,2,392.3464837049743,578.003144654088,-1,-1,-1
2,3,603.1827033218785,242.03150057273766,-1,-1,-1
2,4,364.5784635587656,120.36485007660319,-1,-1,-1
2,5,1566.2532613585242,139.80026990553307,-1,-1,-1
3,1,453.33680073971334,665.8576051779935,-1,-1,-1
3,2,390.3124470787468,582.0601185436071,-1,-1,-1
3,3,604.9348281016441,240.40059790732434,-1,-1,-1
3,4,354.5103205972771,121.5024154589372,-1,-1,-1
3,5,1566.3664839467501,131.35682589402245,-1,-1,-1
4,1,450.21142191142184,671.4703962703962,-1,-1,-1
4,2,388.4100221483942,585.9410299003322,-1,-1,-1
4,3,606.5595134665508,239.04344048653346,-1,-1,-1
4,4,344.94921041399914,122.2296201451131,-1,-1,-1
4,5,1569.8027112079396,126.9673202614379,-1,-1,-1
5,1,447.3514934289127,676.6281959378733,-1,-1,-1
5,2,386.44520352974666,589.8454312553373,-1,-1,-1
5,3,609.0822510822511,237.79451659451655,-1,-1,-1
5,4,336.98935245545414,122.51282051282051,-1,-1,-1
5,5,1576.6287769784174,121.29592326139087,-1,-1,-1
6,1,443.2678103407195,684.2192041934715,-1,-1,-1
6,2,384.72098976109214,593.4689988623435,-1,-1,-1
6,3,611.9338555265448,236.94749057151142,-1,-1,-1
6,4,329.52406181015454,122.91169977924945,-1,-1,-1
6,5,1584.490882567469,116.79917335278385,-1,-1,-1
7,1,438.618591788981,692.0242501595405,-1,-1,-1
7,2,383.22318589187626,596.9121133275513,-1,-1,-1
7,3,615.1934916446789,236.40457343887422,-1,-1,-1
7,4,323.37969676994067,122.88903537684025,-1,-1,-1
7,5,1591.634652981427,113.2062561094819,-1,-1,-1
8,1,431.43298059964724,700.3536155202821,-1,-1,-1
8,2,381.77293516276563,602.3747645951036,-1,-1,-1
8,3,619.6749713631157,236.47107674684992,-1,-1,-1
8,4,317.85469514908766,122.34824210057855,-1,-1,-1
8,5,1598.4408066429417,109.60925266903915,-1,-1,-1
9,1,424.52253429131287,707.224472022643,-1,-1,-1
9,2,381.74609585352715,609.644857296715,-1,-1,-1
9,3,624.7385730211817,236.55379041248605,-1,-1,-1
9,4,311.4410361281527,120.73687798227675,-1,-1,-1
9,5,1604.7088729016784,106.23836930455634,-1,-1,-1
10,1,418.19893546240854,713.2579285872698,-1,-1,-1
10,2,383.0026925148088,618.0247711362413,-1,-1,-1
10,3,628.4877014419,236.04099519366693,-1,-1,-1
10,4,305.6598961859625,115.514782216204,-1,-1,-1
10,5,1610.5859778597785,102.76359163591636,-1,-1,-1
11,1,412.85936804628386,718.7020471740096,-1,-1,-1
11,2,385.2367035281727,627.0139547130068,-1,-1,-1
11,3,632.657346491228,236.17626096491227,-1,-1,-1
11,4,301.24505119453926,108.41911262798635,-1,-1,-1
11,5,1615.9089563286454,99.6121391561806,-1,-1,-1
12,1,407.88235294117646,723.6948667107292,-1,-1,-1
12,2,387.1671866874675,633.815652626105,-1,-1,-1
12,3,636.5107700592353,236.45691976305866,-1,-1,-1
12,4,297.8485458612975,101.14340044742728,-1,-1,-1
12,5,1621.3240611961057,97.82777005099675,-1,-1,-1
13,1,403.4942375886524,728.180629432624,-1,-1,-1
13,2,389.01405462741974,640.3312118801379,-1,-1,-1
13,3,640.0920912951167,236.99814225053075,-1,-1,-1
13,4,295.39634941329854,94.88657105606258,-1,-1,-1
13,5,1627.8150183150183,98.54326923076923,-1,-1,-1
14,1,399.58788282290277,731.947625388371,-1,-1,-1
14,2,390.72340987067827,646.3167062549485,-1,-1,-1
14,3,643.5861262665627,237.33671083398286,-1,-1,-1
14,4,292.902633851468,88.76511226252158,-1,-1,-1
14,5,1631.9418659165492,104.86404125644631,-1,-1,-1
15,1,394.9680690399137,736.6645091693634,-1,-1,-1
15,2,393.30134408602146,652.9959677419355,-1,-1,-1
15,3,647.6415598290598,237.80689102564102,-1,-1,-1
15,4,290.44162326388886,82.56206597222221,-1,-1,-1
15,5,1633.6316516931583,117.14075097903708,-1,-1,-1
16,1,390.0926045016077,744.9260450160772,-1,-1,-1
16,2,397.53150978814693,659.2831858407079,-1,-1,-1
16,3,651.7730607966456,238.42138364779873,-1,-1,-1
16,4,288.3163804491413,75.3771466314399,-1,-1,-1
16,5,1634.3131930300972,129.17583163611675,-1,-1,-1
17,1,387.3897074524877,753.6587657484517,-1,-1,-1
17,2,403.9784517158819,664.6666666666666,-1,-1,-1
17,3,658.2296855345911,240.15069182389934,-1,-1,-1
17,4,287.31069018070974,67.27868495536686,-1,-1,-1
17,5,1635.0186753528772,141.0260586319218,-1,-1,-1
18,1,385.19057017543855,763.9109649122806,-1,-1,-1
18,2,410.41085271317826,668.0368217054263,-1,-1,-1
18,3,665.5003668378577,241.4565908535094,-1,-1,-1
18,4,288.0608769689229,59.40655598126862,-1,-1,-1
18,5,1635.9198630136987,152.17853881278538,-1,-1,-1
19,1,383.17062967855566,773.7333773667987,-1,-1,-1
19,2,416.8620116375727,670.1878636741479,-1,-1,-1
19,3,672.5308641975308,240.6235778261922,-1,-1,-1
19,4,289.2171559442015,52.586508432229856,-1,-1,-1
19,5,1637.111491108071,161.93182854537162,-1,-1,-1
20,1,381.4839554682384,782.0013097576948,-1,-1,-1
