num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,idfp,idfn,idtp,idp,idr,idf1,motp_px
15000,,,69345,10,5448,16,69355,69371,74803,5,,5,0,0,5,7.8147573677694435,0.9210909457842614,0.9271686964426561,0.9997693560709807,5460.0,28.0,69343.0,0.9270082750691817,0.9995963731242161,0.9619348842371024,2.795488752932024
