num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1
4500,,,14048,13,0,12939,14061,27000,14061,6,,0,6,0,122,195.00265648471012,0.5202962962962963,1.0,0.5207777777777778,,658.0,13597.0,13403.0,0.9532038973046014,0.4964074074074074,0.6528335890504372
