num_frames,obj_frequencies,pred_frequencies,num_matches,num_switches,num_false_positives,num_misses,num_detections,num_objects,num_predictions,num_unique_objects,track_ratios,mostly_tracked,partially_tracked,mostly_lost,num_fragmentations,motp,mota,precision,recall,id_global_assignment,idfp,idfn,idtp,idp,idr,idf1,motp_px
4500,,,40417,10,1,4573,40427,45000,40428,10,,10,0,0,386,4.154986380900264,0.8981333333333333,0.9999752646680519,0.8983777777777778,,27.0,4599.0,40401.0,0.9993321460373998,0.8978,0.9458491361146228,2.0383783703964933
