X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
303.31	710.6	0.99957	653.98	876.38	1	727.3	210.82	1	1319	435.73	1	247.1	273.53	1
303.79	698.32	0.99957	641.29	874.79	1	734.13	205.53	1	1312.6	432.61	1	249.34	278.71	1
304.18	684.57	0.99957	627.79	873.5	1	739.56	201.23	1	1306.3	429.48	1	251.74	282.72	1
304.18	673.54	0.99957	617.55	872.33	1	745.15	196.86	1	1300.8	426.64	1	255.4	290.05	1
304.42	662.98	0.99957	607.01	871.11	1	749.96	192.88	1	1295.6	423.9	1	258.75	295.12	1
305.27	653.95	0.99957	598.65	870.12	1	755.25	188.44	1	1290.7	421.19	1	263.99	304.47	1
307.84	646.37	0.99957	593.41	869.42	1	759.26	185.19	1	1285.8	418.59	1	266.26	308.65	1
313.76	637.53	0.99957	588.41	868.79	1	764.59	180.63	1	1281.6	414.83	1	269.2	315.25	1
320.88	628.11	0.99957	584.27	868.57	1	769.23	176.66	1	1275.5	406.08	1	269.8	317.42	1
328.45	619.43	0.99957	580.46	868.08	1	773.49	172.99	1	1269.3	396.87	1	271.08	321.95	1
331.69	615.94	0.99957	576.23	867.51	1	776.85	170.17	1	1263.7	387.63	1	272.51	327.7	1
337.72	610.45	1	573.46	867.37	1	780.95	167.71	1	1259	378.28	1	273.73	333.47	1
346.88	604.87	1	568.9	868.18	1	786.84	165.43	1	1255.3	370.2	1	275.39	340.27	1
353.76	601.45	1	567	868.63	1	790.79	164.6	1	1251.8	362.21	1	276.78	345.05	1
360.11	598.25	1	561.1	870.19	1	795.54	163.4	1	1247.7	355.52	1	278.08	349.56	1
363.55	596.16	1	554.18	871.07	1	801.37	161.26	1	1239.5	348.18	1	279.12	354.39	1
370.49	592.79	1	547.32	872.37	1	803.06	159.21	1	1230.3	342.72	1	280.11	359.28	1
375.86	589.16	1	541.22	873.76	1	808.57	155.86	1	1220.8	338.21	1	280.3	366.37	1
383.21	581.88	1	537.83	876.18	1	814.87	150.62	1	1211.8	334.32	1	279.55	370.4	1
388.9	574.52	1	538.5	882.88	1	818.76	146.28	1	1203.8	330.86	1	277.77	376.48	1
393.42	567.78	1	544.88	893.93	1	820.99	143.63	1	1195.8	327.42	1	275.93	383.29	1
396.39	562.62	1	552.39	904.98	1	825.14	139.37	1	1188.8	324.41	1	273.03	393.99	1
398.87	557.91	1	559.67	916.81	1	828.26	136.04	1	1179	323.97	1	271.83	400.84	1
399.7	555.3	1	565.43	927.33	1	831.26	132.8	1	1167.3	330.7	1	269.56	418.22	1
405.36	550.78	1	570.72	937.7	1	835.86	128.38	1	1151.8	340.33	1	269.42	425.16	1
411.98	547.15	1	576.23	948.89	1	835.93	126.6	1	1137.6	348.91	1	267.23	424.07	1
420.58	543.04	1	580.33	957.21	1	837.46	124.31	1	1125.9	356.79	1	267.3	413.39	1
427	539.44	1	594.88	963.06	1	839.96	123.5	1	1115.5	364.59	1	263.33	454.61	1
432.2	537.14	1	615.33	950.53	1	841.85	124.16	1	1104.4	372.8	1	282.81	539.89	1
436.92	534	1	640.25	935.57	1	845.03	125.52	1	1093.9	380.55	1	265.06	440.38	1
443.03	528.57	1	663.21	924.06	1	848.82	127.32	1	1084.3	387.62	1	250.61	568.67	1
448.51	519.48	1	686.43	912.89	1	850.4	128.56	1	1074.8	394.8	1	264.48	430.96	1
452.16	510.11	1	706	904	1	851.64	131.26	1	1066.8	400.75	1	262.79	448.35	1
455.05	501.16	1	723.58	896.75	1	855.15	136.42	1	1057.8	407.52	1	261.95	535.5	1
